"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"AFG",2007,31.6,33.5,2.6,2.6
"AFG",2008,31.6,33.5,2.4,2.6
"AFG",2009,31.7,33.6,2.5,2.6
"AFG",2010,31.7,33.7,2.5,2.6
"AFG",2011,31.8,33.8,2.6,2.6
"AFG",2012,31.9,33.9,2.6,2.5
"AFG",2013,31.9,33.9,2.7,2.7
"AFG",2014,31.9,33.9,2.8,2.7
"AFG",2015,31.9,34,2.9,2.8
"AFG",2016,31.9,33.9,3,2.9
"AFG",2017,31.9,33.9,3,3
"AGO",2000,50.5,53.6,2.8,3
"AGO",2001,50.5,53.6,2.8,2.9
"AGO",2002,50.4,53.6,2.7,3
"AGO",2003,50.3,53.5,2.7,2.9
"AGO",2004,50.3,53.5,2.8,2.8
"AGO",2005,50.2,53.5,2.7,2.7
"AGO",2006,50,53.2,2.6,2.7
"AGO",2007,49.9,53,2.6,2.7
"AGO",2008,49.7,52.8,2.5,2.7
"AGO",2009,49.6,52.7,2.5,2.6
"AGO",2010,49.7,52.8,2.6,2.8
"AGO",2011,49.8,52.9,2.8,2.9
"AGO",2012,49.8,52.9,2.8,3
"AGO",2013,49.8,53,2.9,3.1
"AGO",2014,49.8,53.1,3,3.2
"AGO",2015,49.9,53.1,3,3.2
"AGO",2016,49.9,53.2,3,3.3
"AGO",2017,50,53.2,3.2,3.4
"AGO",2018,50,53.3,3.2,3.6
"AIA",2002,35.9,37.2,3.2,4.1
"AIA",2003,36,37.3,3.3,4.2
"AIA",2004,36.1,37.4,3.4,4.3
"AIA",2005,36.1,37.4,3.4,4.3
"AIA",2006,36.2,37.5,3.5,4.3
"AIA",2007,36.3,37.6,3.5,4.4
"AIA",2008,36.4,37.7,3.5,4.5
"AIA",2009,36.5,37.7,3.7,4.5
"ALB",1996,37.8,46,2.5,4.5
"ALB",1997,37.9,46,2.5,4.5
"ALB",1998,38.1,46.1,2.5,4.4
"ALB",1999,38.2,46.2,2.5,4.4
"ALB",2000,38.3,46.3,2.4,4.4
"ALB",2001,38.5,46.4,2.3,4.3
"ALB",2002,38.6,46.5,2.2,4.2
"ALB",2003,38.7,46.6,2.3,4.3
"ALB",2004,38.8,46.7,2.2,4.3
"ALB",2005,38.9,46.8,2.2,4.2
"ALB",2006,38.9,46.9,2.3,4.3
"ALB",2007,39,47,2.3,4.3
"ALB",2008,39.1,47.1,2.3,4.3
"ALB",2009,39.3,47.1,2.4,4.3
"ALB",2010,39.4,47.1,2.4,4.3
"ALB",2011,39.6,47.2,2.5,4.4
"ALB",2012,39.7,47.2,2.4,4.4
"ALB",2013,39.9,47.2,2.5,4.5
"ALB",2014,40,47.3,2.4,4.5
"ALB",2015,40.2,47.3,2.6,4.6
"ALB",2016,40.3,47.3,2.6,4.7
"ALB",2017,40.3,47.3,2.7,4.8
"AND",2001,30.7,40.2,3.7,7.1
"AND",2002,30.7,40.2,3.8,7.2
"AND",2003,30.7,40.2,3.7,7.3
"AND",2004,30.7,40.2,3.8,7.2
"AND",2005,30.7,40.2,3.8,7.3
"AND",2006,30.7,40.3,3.9,7.4
"AND",2007,30.7,40.3,3.9,7.5
"AND",2008,30.7,40.3,3.9,7.5
"AND",2009,30.7,40.3,4,7.5
"AND",2010,30.7,40.3,4.1,7.5
"AND",2011,30.6,40.3,4.2,7.6
"AND",2012,30.7,40.3,4.2,7.6
"AND",2013,30.6,40.3,4.3,7.7
"AND",2014,30.7,40.3,4.3,7.6
"AND",2015,30.7,40.3,4.4,7.7
"AND",2016,30.7,40.4,4.5,7.8
"ARE",2008,39,41.3,5.4,5.5
"ARG",1986,40.5,41.2,1.2,3.4
"ARG",1987,41,41.5,1.2,3.4
"ARG",1988,41.4,41.9,1.2,3.4
"ARG",1989,41.8,42.3,1.2,3.4
"ARG",1990,42.1,42.6,1.2,3.3
"ARG",1991,42.3,42.8,1.1,3.3
"ARG",1992,42.4,43.1,1,3.4
"ARG",1993,42.7,43.3,1.1,3.4
"ARG",1994,43.2,43.7,1.1,3.4
"ARG",1995,43.7,44.1,1.1,3.4
"ARG",1996,44.2,44.4,1.1,3.3
"ARG",1997,44.7,44.8,1.1,3.4
"ARG",1998,45.1,45.1,1.1,3.4
"ARG",1999,45.4,45.3,1.1,3.4
"ARG",2000,45.7,45.4,1.1,3.3
"ARG",2001,45.9,45.5,1.1,3.4
"ARG",2002,45.8,45.5,1.1,3.5
"ARG",2003,45.4,45.1,1.1,3.4
"ARG",2004,44.7,44.7,1.1,3.4
"ARG",2005,43.9,44.1,1,3.4
"ARG",2006,43.1,43.5,1,3.3
"ARG",2007,42.1,42.9,1.1,3.3
"ARG",2008,41.4,42.3,1.1,3.3
"ARG",2009,40.7,41.8,1.1,3.2
"ARG",2010,40,41.3,1.1,3.1
"ARG",2011,39.3,40.8,1.1,3.1
"ARG",2012,38.8,40.4,1,3.2
"ARG",2013,38.3,40,1.1,3.2
"ARG",2014,37.9,39.7,1.2,3.3
"ARG",2015,37.7,39.5,1.3,3.3
"ARG",2016,37.6,39.4,1.4,3.4
"ARG",2017,37.5,39.3,1.5,3.5
"ARM",1988,35,46.8,2.2,3.2
"ARM",1989,35.1,46.9,2.2,3.1
"ARM",1990,35.5,47.3,2.1,3
"ARM",1991,36.1,47.8,2,3
"ARM",1992,36.6,48.3,2,3.1
"ARM",1993,37.2,48.9,2,2.9
"ARM",1994,37.7,49.3,1.9,2.8
"ARM",1995,38.3,49.8,1.9,2.8
"ARM",1996,38.9,50.3,1.7,2.7
"ARM",1997,39.1,50.5,1.7,2.6
"ARM",1998,39.4,50.7,1.7,2.6
"ARM",1999,39.5,50.8,1.5,2.5
"ARM",2000,39.2,50.6,1.5,2.4
"ARM",2001,39,50.4,1.4,2.4
"ARM",2002,38.6,50.2,1.4,2.4
"ARM",2003,38.5,50,1.4,2.4
"ARM",2004,38.2,49.7,1.3,2.3
"ARM",2005,37.7,49.3,1.3,2.2
"ARM",2006,37.3,48.9,1.3,2.2
"ARM",2007,36.9,48.6,1.3,2.1
"ARM",2008,36.5,48.2,1.2,2.1
"ARM",2009,36.3,48,1.2,2.1
"ARM",2010,36.1,47.9,1.3,2.2
"ARM",2011,36,47.8,1.3,2.1
"ARM",2012,36.2,48,1.3,2.2
"ARM",2013,36.5,48.1,1.3,2.2
"ARM",2014,36.7,48.3,1.4,2.3
"ARM",2015,37,48.5,1.4,2.3
"ARM",2016,37.2,48.7,1.5,2.4
"ARM",2017,37.3,48.8,1.5,2.5
"ARM",2018,37.3,48.8,1.6,2.6
"ATG",2007,47.1,46.8,6,7
"AUS",1986,28.8,42.3,0.9,1.1
"AUS",1987,29.1,42.7,1,1.1
"AUS",1988,29.5,43,0.8,1.1
"AUS",1989,29.9,43.4,0.6,0.8
"AUS",1990,29.5,43.6,0.8,1.1
"AUS",1991,29.6,43.9,1,1.3
"AUS",1992,29.6,44.3,1,1.2
"AUS",1993,29.6,44.6,1,1.2
"AUS",1994,29.6,45,0.7,1
"AUS",1995,30.3,45.8,0.7,0.9
"AUS",1996,30.6,46,0.6,0.8
"AUS",1997,30.7,46.2,0.7,0.8
"AUS",1998,31.1,46.7,0.6,0.9
"AUS",1999,31.4,47.1,0.7,1
"AUS",2000,31.7,47.5,0.6,0.8
"AUS",2001,31.7,47.8,0.7,0.9
"AUS",2002,31.6,47.8,0.8,1
"AUS",2003,31.6,47.7,0.6,0.8
"AUS",2004,31.6,47.7,0.6,0.8
"AUS",2005,31.8,47.7,0.8,0.9
"AUS",2006,32,47.7,0.6,0.9
"AUS",2007,32.3,47.7,0.8,1
"AUS",2008,32.6,47.6,0.7,0.9
"AUS",2009,32.7,47.7,0.9,0.9
"AUS",2010,32.7,47.7,0.7,0.8
"AUS",2011,32.5,47.8,0.8,1
"AUS",2012,32.3,47.9,0.6,0.8
"AUS",2013,32.3,47.9,0.8,1
"AUS",2014,32.4,47.9,0.8,1
"AUS",2015,32.4,48,1,1.3
"AUS",2016,32.5,48,1.1,1.5
"AUS",2017,32.4,48,1.2,1.7
"AUS",2018,32.4,47.9,1.3,1.9
"AUT",1986,23.5,38,1,1.1
"AUT",1987,23.3,38,0.7,0.7
"AUT",1988,23.8,38.6,1,1.1
"AUT",1989,24.4,39.1,1.1,1.3
"AUT",1990,24.9,39.6,1.2,1.4
"AUT",1991,25.5,40.2,1.2,1.5
"AUT",1992,26,40.8,1.1,1.4
"AUT",1993,26.6,41.3,1,1.3
"AUT",1994,27.3,41.9,0.8,1
"AUT",1995,27.9,42.1,0.5,0.7
"AUT",1996,27.5,42.5,0.7,1
"AUT",1997,27.2,42.8,0.8,1.1
"AUT",1998,27,43.1,0.9,1.2
"AUT",1999,26.6,43.2,0.9,1.2
"AUT",2000,26.6,43.7,0.9,1.3
"AUT",2001,26.7,44.3,1,1.4
"AUT",2002,26.8,44.8,1,1.3
"AUT",2003,26.9,45.3,0.9,1.2
"AUT",2004,26.9,45.7,0.7,1
"AUT",2005,27,46.2,0.7,1.1
"AUT",2006,27.4,46.8,0.7,1
"AUT",2007,27.8,47.6,0.7,1
"AUT",2008,27.9,48,0.7,1
"AUT",2009,28.1,48.5,0.7,1
"AUT",2010,28,48.6,0.8,0.9
"AUT",2011,27.9,48.5,0.7,1
"AUT",2012,27.7,48.4,0.7,1
"AUT",2013,27.7,48.5,0.7,0.9
"AUT",2014,27.6,48.3,0.7,1
"AUT",2015,27.6,48.3,0.7,1.1
"AUT",2016,27.6,48.4,0.8,1.1
"AUT",2017,27.4,48.1,0.8,1.2
"AZE",1988,31.2,39.2,2.2,2.7
"AZE",1989,31.2,39.3,2.1,2.6
"AZE",1990,31.3,39.4,2.1,2.4
"AZE",1991,31.4,39.5,2,2.5
"AZE",1992,31.5,39.7,2,2.5
"AZE",1993,31.6,39.8,2.1,2.4
"AZE",1994,31.7,39.9,2,2.4
"AZE",1995,31.8,39.9,1.9,2.3
"AZE",1996,31.6,39.7,1.9,2.3
"AZE",1997,31.5,39.6,2,2.3
"AZE",1998,31.4,39.5,2,2.2
"AZE",1999,31.2,39.4,1.9,2.2
"AZE",2000,31.1,39.3,1.8,2.1
"AZE",2001,31,39.2,1.8,2
"AZE",2002,30.6,38.8,1.9,2.1
"AZE",2003,30.3,38.5,1.9,2.2
"AZE",2004,30.2,38.3,2,2.3
"AZE",2005,30.1,38.2,2.1,2.5
"AZE",2006,30.1,38.2,2.2,2.6
"AZE",2007,30.2,38.2,2.3,2.8
"AZE",2008,30.3,38.3,2.5,2.8
"BDI",1992,38.8,41.3,2.8,3
"BDI",1993,38.9,41.5,2.8,3
"BDI",1994,39.1,41.6,2.7,3
"BDI",1995,39.1,41.7,2.6,2.9
"BDI",1996,39.2,41.9,2.5,2.8
"BDI",1997,39.3,42,2.5,2.6
"BDI",1998,39.5,42.1,2.4,2.5
"BDI",1999,39.3,42,2.5,2.6
"BDI",2000,39.2,41.8,2.5,2.7
"BDI",2001,39.1,41.7,2.6,2.7
"BDI",2002,39,41.5,2.6,2.7
"BDI",2003,39,41.3,2.7,2.8
"BDI",2004,38.9,41.1,2.6,2.8
"BDI",2005,38.7,40.9,2.7,2.7
"BDI",2006,38.6,40.8,2.7,2.7
"BDI",2007,38.7,40.8,2.7,2.8
"BDI",2008,38.7,40.9,2.8,2.9
"BDI",2009,38.7,40.9,2.8,3.1
"BDI",2010,38.7,40.9,2.9,3.1
"BDI",2011,38.7,40.9,2.9,3.1
"BDI",2012,38.8,41,2.9,3.2
"BDI",2013,38.8,41,3,3.3
"BEL",1986,23.1,42.7,0.9,1.2
"BEL",1987,23.2,43.1,0.9,1.3
"BEL",1988,23.4,43.4,0.9,1.2
"BEL",1989,23.4,44,1,1.4
"BEL",1990,23.5,44.5,1,1.4
"BEL",1991,23.6,45.1,1,1.3
"BEL",1992,23.6,45.7,0.8,1.1
"BEL",1993,24.3,46.2,0.9,1.3
"BEL",1994,25,46.8,0.9,1.3
"BEL",1995,25.5,47.3,0.9,1.2
"BEL",1996,25.7,47.7,0.9,1.2
"BEL",1997,25.8,48,0.8,1.1
"BEL",1998,26.2,48.2,0.9,1.2
"BEL",1999,26.5,48.4,1,1.3
"BEL",2000,26.6,48.5,1,1.3
"BEL",2001,26.6,48.5,1.1,1.3
"BEL",2002,26.6,48.6,1,1.2
"BEL",2003,26.5,48.5,0.8,1.1
"BEL",2004,26.6,48.5,0.8,0.9
"BEL",2005,26.5,48.4,0.6,0.9
"BEL",2006,26.3,48,0.6,0.9
"BEL",2007,26.3,47.9,0.6,0.9
"BEL",2008,26,47.7,0.6,0.9
"BEL",2009,26.1,47.8,0.6,0.9
"BEL",2010,26.1,48,0.6,0.9
"BEL",2011,26.1,47.9,0.6,0.9
"BEL",2012,25.9,47.9,0.6,0.9
"BEL",2013,26.1,48.2,0.7,0.9
"BEL",2014,26.1,48.1,0.7,1
"BEL",2015,26,48.1,0.7,1
"BEL",2016,26,48.2,0.7,1
"BEL",2017,25.8,47.9,0.8,1.2
"BEN",2002,44.3,46.6,2.3,2.5
"BEN",2003,44.3,46.7,2.1,2.4
"BEN",2004,44.7,47.1,2.2,2.4
"BEN",2005,45,47.6,2.2,2.3
"BEN",2006,45.3,48,2.1,2.3
"BEN",2007,45.5,48.3,2.1,2.2
"BEN",2008,45.6,48.4,2.1,2.2
"BEN",2009,45.7,48.6,2.1,2.1
"BEN",2010,45.8,48.7,2.1,2.1
"BEN",2011,45.8,48.8,2.2,2.1
"BEN",2012,45.9,49,2.3,2.3
"BEN",2013,46,49.1,2.4,2.4
"BEN",2014,46.1,49.3,2.4,2.5
"BEN",2015,46.3,49.4,2.4,2.5
"BFA",1994,46.9,49.9,2.4,2.7
"BFA",1995,46.9,49.9,2.3,2.6
"BFA",1996,46.9,49.9,2.3,2.5
"BFA",1997,46.8,49.9,2.3,2.4
"BFA",1998,46.8,50,2.2,2.3
"BFA",1999,46.5,49.6,2.2,2.3
"BFA",2000,46.3,49.3,2.2,2.3
"BFA",2001,46,48.9,2.2,2.3
"BFA",2002,45.7,48.5,2.2,2.3
"BFA",2003,45.4,48.2,2.2,2.3
"BFA",2004,45.1,47.8,2.2,2.4
"BFA",2005,44.8,47.3,2.2,2.5
"BFA",2006,44.5,46.9,2.3,2.5
"BFA",2007,44.1,46.4,2.3,2.5
"BFA",2008,43.8,46,2.3,2.5
"BFA",2009,43.5,45.5,2.3,2.5
"BFA",2010,43.2,45.2,2.4,2.7
"BFA",2011,42.9,44.9,2.4,2.7
"BFA",2012,42.7,44.6,2.5,2.7
"BFA",2013,42.4,44.2,2.6,2.8
"BFA",2014,42.2,43.9,2.6,2.8
"BGD",1986,31.4,36.7,1.7,1.7
"BGD",1987,31.5,36.7,1.8,1.7
"BGD",1988,31.7,36.7,1.7,1.8
"BGD",1989,31.9,36.9,1.7,1.8
"BGD",1990,32.1,37,1.7,1.9
"BGD",1991,32.3,37,1.8,1.9
"BGD",1992,32.6,37.2,1.8,1.8
"BGD",1993,32.8,37.4,1.8,1.9
"BGD",1994,33.1,37.6,1.9,1.9
"BGD",1995,33.4,37.8,1.8,1.9
"BGD",1996,33.7,38,1.8,1.9
"BGD",1997,33.9,38.1,1.9,1.9
"BGD",1998,34,38.3,1.9,2
"BGD",1999,34.3,38.5,1.8,2
"BGD",2000,34.5,38.6,1.9,2
"BGD",2001,34.6,38.8,1.9,2.1
"BGD",2002,34.7,38.9,1.9,2.1
"BGD",2003,34.9,39.1,1.9,2.2
"BGD",2004,35,39.2,1.9,2.3
"BGD",2005,35.1,39.3,2,2.3
"BGD",2006,35.1,39.3,1.9,2.3
"BGD",2007,35.2,39.3,2.1,2.3
"BGD",2008,35.2,39.3,2.1,2.4
"BGD",2009,35.2,39.2,2.1,2.4
"BGD",2010,35.3,39.2,2.2,2.4
"BGD",2011,35.2,39.1,2.3,2.5
"BGD",2012,35.2,39,2.4,2.6
"BGD",2013,35.1,38.9,2.5,2.7
"BGD",2014,35.1,38.8,2.6,2.8
"BGD",2015,35.1,38.7,2.6,2.9
"BGD",2016,35.1,38.6,2.7,3
"BGR",1989,29.2,41.4,1.8,3
"BGR",1990,29.3,41.5,1.7,2.9
"BGR",1991,29.6,41.7,1.6,2.8
"BGR",1992,29.9,41.8,1.5,2.8
"BGR",1993,30.4,42.1,1.5,2.7
"BGR",1994,30.9,42.4,1.4,2.6
"BGR",1995,31.3,42.6,1.4,2.5
"BGR",1996,31.5,42.7,1.4,2.6
"BGR",1997,31.7,42.9,1.4,2.5
"BGR",1998,31.7,43,1.4,2.5
"BGR",1999,31.8,43.2,1.3,2.4
"BGR",2000,32,43.4,1.3,2.3
"BGR",2001,32.2,43.6,1.3,2.3
"BGR",2002,32.5,43.7,1.3,2.2
"BGR",2003,32.7,44,1.3,2.2
"BGR",2004,32.9,44.1,1.2,2.2
"BGR",2005,33.1,44.3,1.2,2
"BGR",2006,33.3,44.5,1.1,2
"BGR",2007,33.4,44.7,1.1,1.9
"BGR",2008,33.5,44.8,1.1,1.9
"BGR",2009,33.7,45.1,1.1,2
"BGR",2010,34.1,45.3,1.1,2
"BGR",2011,34.5,45.6,1.1,2
"BGR",2012,35,45.9,1,2.1
"BGR",2013,35.4,46.2,1.1,2.2
"BGR",2014,36,46.5,1.1,2.2
"BGR",2015,36.5,46.8,1.2,2.3
"BGR",2016,36.8,47,1.3,2.4
"BGR",2017,37,47.1,1.4,2.5
"BGR",2018,37.1,47.2,1.6,2.7
"BHR",2014,48.5,52.3,6.2,6.3
"BHS",2001,44.5,46.6,2.8,3.7
"BHS",2002,44.3,46.5,2.8,3.6
"BHS",2003,44.2,46.4,2.7,3.4
"BHS",2004,44.1,46.3,2.6,3.4
"BHS",2005,44,46.3,2.7,3.5
"BHS",2006,44,46.3,2.6,3.5
"BHS",2007,44,46.2,2.6,3.4
"BHS",2008,44.1,46.2,2.7,3.5
"BHS",2009,44.1,46.2,2.6,3.4
"BHS",2010,44.1,46.2,2.6,3.4
"BHS",2011,44,46.2,2.6,3.4
"BHS",2012,44,46.1,2.5,3.3
"BHS",2013,44,46.1,2.4,3.3
"BIH",2001,38.5,47.3,2.5,5.2
"BIH",2002,38.6,47.4,2.5,5.2
"BIH",2003,38.8,47.5,2.4,5.2
"BIH",2004,39,47.7,2.4,5.2
"BIH",2005,39.1,47.7,2.4,5.1
"BIH",2006,39.2,47.7,2.5,5.2
"BIH",2007,39.2,47.7,2.5,5.2
"BIH",2008,39.2,47.7,2.6,5.3
"BIH",2009,39.2,47.8,2.7,5.3
"BIH",2010,39.1,47.7,2.7,5.3
"BIH",2011,39.1,47.8,2.7,5.4
"BIH",2012,39,47.8,2.8,5.5
"BIH",2013,38.9,47.8,2.9,5.4
"BIH",2014,38.9,47.8,3,5.5
"BIH",2015,38.8,47.8,3.1,5.6
"BLR",1988,23.2,30.6,1.9,2.3
"BLR",1989,23.1,30.6,1.8,2.3
"BLR",1990,23.1,30.7,1.7,2.2
"BLR",1991,23.2,30.8,1.8,2.2
"BLR",1992,23.2,31,1.7,2.1
"BLR",1993,23.3,31.1,1.6,2
"BLR",1994,23.5,31.4,1.5,1.9
"BLR",1995,23.7,31.7,1.4,1.7
"BLR",1996,23.8,31.9,1.4,1.7
"BLR",1997,23.9,32.1,1.3,1.6
"BLR",1998,24,32.4,1.3,1.6
"BLR",1999,24.1,32.6,1.3,1.6
"BLR",2000,24.1,32.7,1.2,1.5
"BLR",2001,24.1,32.7,1.2,1.5
"BLR",2002,24.1,32.7,1.2,1.5
"BLR",2003,24,32.6,1.3,1.5
"BLR",2004,24,32.6,1.3,1.5
"BLR",2005,24,32.5,1.3,1.5
"BLR",2006,24,32.6,1.3,1.5
"BLR",2007,24,32.6,1.4,1.6
"BLR",2008,24,32.6,1.3,1.7
"BLR",2009,24,32.6,1.4,1.7
"BLR",2010,24,32.6,1.3,1.7
"BLR",2011,23.9,32.6,1.4,1.7
"BLR",2012,23.8,32.6,1.4,1.8
"BLR",2013,23.7,32.4,1.5,1.8
"BLR",2014,23.6,32.3,1.6,2
"BLR",2015,23.4,32.2,1.7,2.1
"BLR",2016,23.3,32.1,1.8,2.2
"BLR",2017,23.2,32.1,1.9,2.4
"BLR",2018,23.2,32,2.1,2.5
"BLZ",1993,52,55.1,2.5,3
"BLZ",1994,52,55.2,2.4,2.9
"BLZ",1995,52,55.2,2.2,2.8
"BLZ",1996,51.8,55.1,2.2,2.8
"BLZ",1997,51.7,55,2.3,2.8
"BLZ",1998,51.4,54.7,2.3,2.8
"BLZ",1999,51.2,54.5,2.3,2.9
"BLZ",2000,51,54.3,2.4,3
"BLZ",2001,50.7,54,2.5,3
"BLZ",2002,50.5,53.8,2.6,3.1
"BLZ",2003,50.4,53.8,2.7,3.3
"BLZ",2004,50.3,53.7,2.8,3.4
"BLZ",2005,50.2,53.6,2.9,3.5
"BLZ",2006,50.1,53.5,3,3.6
"BLZ",2007,50,53.4,3.1,3.6
"BLZ",2008,49.9,53.3,3.1,3.6
"BLZ",2009,49.9,53.2,3.2,3.7
"BOL",1992,48.7,48,1.6,3.4
"BOL",1993,49.2,48.3,1.5,3.2
"BOL",1994,49.8,48.6,1.5,3.2
"BOL",1995,50.3,48.9,1.5,3.1
"BOL",1996,50.8,49.3,1.4,3.1
"BOL",1997,51.4,49.7,1.2,3
"BOL",1998,51.9,50,1.2,2.9
"BOL",1999,52.4,50.3,1.2,2.9
"BOL",2000,52.8,50.5,1.1,2.9
"BOL",2001,52.7,50.3,1.1,3
"BOL",2002,52.5,50.1,1.2,2.9
"BOL",2003,51.9,49.7,1.2,3
"BOL",2004,51.4,49.2,1.3,3
"BOL",2005,50.9,48.8,1.2,2.8
"BOL",2006,50,48.2,1.2,2.8
"BOL",2007,48.9,47.4,1.1,2.7
"BOL",2008,47.6,46.5,1.1,2.7
"BOL",2009,46.5,45.6,1.1,2.7
"BOL",2010,45.6,44.9,1.1,2.7
"BOL",2011,44.7,44.2,1.1,2.7
"BOL",2012,44.2,43.6,1.1,2.7
"BOL",2013,43.8,43.2,1.1,2.6
"BOL",2014,43.4,42.8,1,2.6
"BOL",2015,42.9,42.5,1.1,2.6
"BOL",2016,42.5,42.2,1.1,2.7
"BOL",2017,42.2,42,1.2,2.8
"BOL",2018,42.1,41.9,1.5,2.9
"BRA",1986,52.2,60.8,0.8,1.2
"BRA",1987,53,61.4,0.8,1.2
"BRA",1988,53.7,62,0.8,1.1
"BRA",1989,54,62.2,0.8,1.2
"BRA",1990,53.6,61.9,0.9,1.2
"BRA",1991,53.3,61.6,1,1.3
"BRA",1992,52.9,61.2,0.9,1.3
"BRA",1993,53,61.3,0.9,1.2
"BRA",1994,53,61.3,1,1.3
"BRA",1995,52.9,61.3,0.9,1.2
"BRA",1996,53,61.3,0.8,1.2
"BRA",1997,52.9,61.2,0.8,1.2
"BRA",1998,52.6,61,0.8,1.2
"BRA",1999,52.3,60.8,0.8,1.1
"BRA",2000,52,60.5,0.9,1.2
"BRA",2001,51.7,60.2,0.8,1.1
"BRA",2002,51.2,59.8,0.7,1
"BRA",2003,50.5,59.3,0.7,0.9
"BRA",2004,49.7,58.9,0.5,0.6
"BRA",2005,49.2,58.3,0.5,0.6
"BRA",2006,48.8,57.3,0.3,0.4
"BRA",2007,48,57,0.5,0.6
"BRA",2008,47.3,56.3,0.5,0.6
"BRA",2009,46.7,55.6,0.3,0.3
"BRA",2010,46.3,55.6,0.6,0.7
"BRA",2011,45.9,55.4,0.4,0.4
"BRA",2012,45.7,55,0.4,0.5
"BRA",2013,45.1,55,0.4,0.3
"BRA",2014,45.1,54.2,0.5,0.6
"BRA",2015,45.4,54.4,0.5,0.5
"BRA",2016,46.7,56,0.3,0.4
"BRA",2017,46.9,55.9,0.8,1
"BRA",2018,46.9,55.9,1.1,1.3
"BRB",1986,44,46.2,2.9,3.8
"BRB",1987,44,46.2,3,3.9
"BRB",1988,43.9,46.1,3,3.8
"BRB",1989,43.9,46.1,3,3.9
"BRB",1990,43.9,46.1,3,3.9
"BRB",1991,43.8,46,2.9,3.9
"BRB",1992,43.8,46,2.9,3.9
"BRB",1993,43.8,46,3,3.8
"BRB",1994,43.8,45.9,2.9,4
"BRB",1995,43.8,45.9,2.9,3.9
"BRB",1996,43.7,45.8,2.9,3.9
"BRB",1997,43.7,45.8,2.9,3.9
"BRB",1998,43.7,45.8,2.9,3.9
"BRB",1999,43.7,45.8,2.9,3.8
"BRB",2000,43.7,45.8,2.9,3.9
"BRB",2001,43.7,45.7,2.9,3.9
"BRB",2002,43.7,45.7,3,3.9
"BRB",2003,43.6,45.6,3,4
"BRB",2004,43.6,45.6,3,3.9
"BRB",2005,43.6,45.6,3,3.8
"BRB",2006,43.6,45.5,2.9,3.9
"BRB",2007,43.5,45.5,3,3.8
"BRB",2008,43.5,45.5,2.9,3.9
"BRB",2009,43.5,45.5,2.9,3.9
"BRB",2010,43.4,45.4,2.9,3.8
"BRB",2011,43.3,45.3,3,3.9
"BRB",2012,43.1,45.2,3,4
"BRB",2013,43,45,3.1,4
"BRB",2014,42.8,44.9,3.1,4.1
"BRB",2015,42.7,44.7,3.2,4.2
"BRB",2016,42.5,44.6,3.3,4.1
"BRB",2017,42.3,44.4,3.4,4.2
"BTN",2003,41.1,44,2.6,2.7
"BTN",2004,41.1,44,2.5,2.6
"BTN",2005,41.1,44,2.4,2.6
"BTN",2006,41.1,43.9,2.4,2.5
"BTN",2007,41,43.7,2.4,2.4
"BTN",2008,41,43.6,2.5,2.4
"BTN",2009,40.9,43.6,2.5,2.5
"BTN",2010,40.8,43.5,2.6,2.6
"BTN",2011,40.8,43.4,2.6,2.6
"BTN",2012,40.7,43.3,2.6,2.7
"BTN",2013,40.7,43.3,2.6,2.8
"BTN",2014,40.7,43.3,2.8,3
"BTN",2015,40.7,43.3,2.9,2.9
"BTN",2016,40.6,43.2,2.9,3
"BTN",2017,40.6,43.2,2.9,3.1
"BWA",1986,56.8,61.4,3.1,2.9
"BWA",1987,56.8,61.5,3.1,2.8
"BWA",1988,56.9,61.6,3,2.8
"BWA",1989,56.9,61.7,2.9,2.8
"BWA",1990,57,61.8,2.9,2.7
"BWA",1991,57.1,61.9,2.8,2.7
"BWA",1992,57.2,62,2.8,2.7
"BWA",1993,57.3,62.2,2.8,2.6
"BWA",1994,57.3,62.2,2.8,2.5
"BWA",1995,57.4,62.4,2.8,2.5
"BWA",1996,57.5,62.5,2.9,2.5
"BWA",1997,57.6,62.6,2.9,2.5
"BWA",1998,57.7,62.7,2.9,2.4
"BWA",1999,57.8,62.8,3,2.4
"BWA",2000,58,63,2.8,2.4
"BWA",2001,58.1,63.2,2.8,2.2
"BWA",2002,58.2,63.3,2.8,2.2
"BWA",2003,58.1,63.2,2.7,2.1
"BWA",2004,58.1,63.1,2.7,2.1
"BWA",2005,58,63,2.8,2.2
"BWA",2006,58.1,63.1,2.7,2.2
"BWA",2007,58.1,63.2,2.8,2.2
"BWA",2008,58.1,63.2,2.8,2.3
"BWA",2009,58.2,63.3,2.8,2.4
"BWA",2010,58.2,63.3,2.8,2.4
"BWA",2011,58.1,63.3,2.9,2.6
"BWA",2012,58.1,63.2,3,2.7
"BWA",2013,58,63.2,3,2.8
"BWA",2014,57.9,63.1,3.1,3
"BWA",2015,57.9,63,3.1,3
"CAF",1992,52.9,56,3.7,4.1
"CAF",1993,52.8,56,3.7,4
"CAF",1994,52.8,55.9,3.7,4
"CAF",1995,52.7,55.8,3.6,3.9
"CAF",1996,52.7,55.8,3.5,3.9
"CAF",1997,52.7,55.7,3.5,3.8
"CAF",1998,52.6,55.6,3.4,3.8
"CAF",1999,52.6,55.6,3.4,3.8
"CAF",2000,52.6,55.6,3.3,3.7
"CAF",2001,52.5,55.5,3.2,3.6
"CAF",2002,52.4,55.4,3.2,3.6
"CAF",2003,52.4,55.4,3.1,3.5
