COUNTRY,COUNTRY ABBREV,CCODE,YEAR,ISOCODE,TOTGEN,UEGEN,SKGEN,PGEN,APWWage,US100,UC1000,SS100,SC1000,MPS100,MPC1000,SPS100,SPC1000,UEQUAL,UEDUR,UEWAIT,UECOV,SICKQUAL,SICKDUR,SICKWAIT,SICKCOV,PQUAL,PFUND,AVGPER,PENCOV,MRET,FRET,LEXP65
"Canada",CAN,4,1980,124,24.6,8.5,5.1,10.9,16504,0.582,0.612,0.377,0.346,0.301,0.494,0.337,0.543,52,50,14,0.85,20,15,14,0.8,13,0.5,13,0.99,65,65,16.75
"Canada",CAN,4,1981,124,25.2,8.5,5.1,11.5,18308,0.587,0.602,0.378,0.362,0.341,0.526,0.381,0.577,52,50,14,0.85,20,15,14,0.8,13,0.5,13,0.99,65,65,16.9
"Canada",CAN,4,1982,124,24.9,8.5,4.9,11.6,20321,0.587,0.588,0.378,0.354,0.344,0.531,0.385,0.584,52,50,14,0.85,20,15,14,0.76,14,0.5,14,0.98,65,65,17
"Canada",CAN,4,1983,124,25.7,8.7,4.9,12,21028,0.622,0.634,0.402,0.38,0.369,0.56,0.415,0.618,52,50,14,0.84,20,15,14,0.75,14,0.5,14,0.99,65,65,17.2
"Canada",CAN,4,1984,124,25.9,8.9,5.1,11.9,22381,0.641,0.66,0.416,0.4,0.367,0.557,0.419,0.62,52,50,14,0.84,20,15,14,0.76,15,0.5,15,0.99,65,65,17.1
"Canada",CAN,4,1985,124,26.1,8.9,5.1,12.1,23384,0.644,0.673,0.411,0.404,0.401,0.56,0.462,0.631,52,50,14,0.84,20,15,14,0.76,16,0.5,16,0.99,65,65,17
"Canada",CAN,4,1986,124,26.6,9.1,5.2,12.4,24130,0.643,0.678,0.408,0.406,0.412,0.573,0.484,0.653,52,50,14,0.85,20,15,14,0.77,17,0.5,17,0.99,65,65,17.35
"Canada",CAN,4,1987,124,26.9,9.1,5.2,12.6,24670,0.644,0.682,0.41,0.409,0.424,0.591,0.505,0.679,52,50,14,0.85,20,15,14,0.78,18,0.5,18,0.99,65,65,17.3
"Canada",CAN,4,1988,124,26.7,9.1,5.3,12.4,25919,0.639,0.657,0.41,0.393,0.413,0.578,0.488,0.658,52,50,14,0.86,20,15,14,0.79,19,0.5,19,0.98,65,65,17.55
"Canada",CAN,4,1989,124,26.7,9.1,5.3,12.4,27198,0.638,0.662,0.409,0.396,0.41,0.575,0.49,0.654,52,50,14,0.86,20,15,14,0.79,20,0.5,20,0.98,65,65,17.8
"Canada",CAN,4,1990,124,26.9,9.1,5.3,12.5,28414,0.638,0.666,0.408,0.398,0.416,0.589,0.493,0.669,52,50,14,0.86,20,15,14,0.79,20,0.5,20,0.98,65,65,17.8
"Canada",CAN,4,1991,124,26.6,9,5.1,12.6,29692,0.638,0.67,0.407,0.4,0.42,0.596,0.498,0.682,52,49,14,0.85,20,15,14,0.76,21,0.5,21,0.98,65,65,18
"Canada",CAN,4,1992,124,26.4,8.8,5,12.6,30781,0.629,0.66,0.409,0.4,0.43,0.611,0.513,0.703,52,49,14,0.84,20,15,14,0.75,22,0.5,22,0.98,65,65,
"Canada",CAN,4,1993,124,26.2,8.6,5,12.6,31697,0.63,0.651,0.403,0.403,0.426,0.609,0.513,0.716,52,49,14,0.82,20,15,14,0.75,23,0.5,23,0.98,65,65,17.95
"Canada",CAN,4,1994,124,26,8.3,5,12.7,32060,0.604,0.628,0.391,0.39,0.434,0.62,0.528,0.736,52,44,14,0.82,20,15,14,0.76,24,0.5,24,0.99,65,65,17.9
"Canada",CAN,4,1995,124,26,8.3,5,12.7,32419,0.605,0.628,0.391,0.391,0.432,0.617,0.533,0.742,52,42,14,0.82,20,15,14,0.76,25,0.5,25,0.99,65,65,17.95
"Canada",CAN,4,1996,124,26.2,8.3,5.3,12.7,33316,0.607,0.666,0.392,0.446,0.432,0.619,0.532,0.744,52,42,14,0.81,15,15,14,0.76,26,0.5,26,0.99,65,65,18.05
"Canada",CAN,4,1997,124,26.1,8.3,5.2,12.7,34412,0.598,0.658,0.376,0.451,0.432,0.614,0.535,0.749,45,44,14,0.8,15,15,14,0.75,26,0.5,26,0.99,65,65,18.1
"Canada",CAN,4,1998,124,26,8.2,5.2,12.6,35032,0.601,0.66,0.38,0.447,0.419,0.619,0.529,0.744,45,42,14,0.8,15,15,14,0.76,27,0.5,27,0.99,65,65,18.2
"Canada",CAN,4,1999,124,25.9,8.3,5.3,12.3,34689,0.606,0.663,0.388,0.439,0.415,0.556,0.529,0.746,45,40,14,0.81,15,15,14,0.77,28,0.5,28,0.99,65,65,18.35
"Canada",CAN,4,2000,124,26.2,8.3,5.4,12.5,35903,0.598,0.652,0.376,0.441,0.419,0.593,0.531,0.742,45,38,14,0.82,15,15,14,0.79,29,0.5,29,0.99,65,65,18.6
"Canada",CAN,4,2001,124,26,8.4,5.4,12.2,37627,0.592,0.647,0.37,0.435,0.406,0.576,0.517,0.725,45,40,14,0.83,15,15,14,0.79,30,0.5,30,0.99,65,65,18.75
"Canada",CAN,4,2002,124,26,8.3,5.4,12.3,38166,0.592,0.642,0.371,0.433,0.407,0.586,0.522,0.734,45,40,14,0.82,15,15,14,0.79,31,0.5,31,0.99,65,65,18.9
"Canada",CAN,4,2003,124,25.8,8.3,5.3,12.2,38625,0.589,0.637,0.367,0.43,0.394,0.564,0.514,0.724,45,40,14,0.82,15,15,14,0.79,31,0.5,31,0.99,65,65,19.1
"Canada",CAN,4,2004,124,25.8,8.2,5.3,12.3,39358,0.579,0.63,0.366,0.429,0.394,0.564,0.524,0.749,45,40,14,0.82,15,15,14,0.79,32,0.5,32,0.99,65,65,19.25
"Canada",CAN,4,2005,124,25.7,8.1,5.3,12.3,40238,0.568,0.617,0.359,0.416,0.402,0.571,0.522,0.747,45,38,14,0.82,15,15,14,0.79,33,0.5,33,0.99,65,65,19.5
"Canada",CAN,4,2006,124,26,8.1,5.3,12.5,41059,0.558,0.608,0.356,0.413,0.409,0.586,0.537,0.766,45,38,14,0.83,15,15,14,0.8,34,0.5,34,0.99,65,65,19.7
"Canada",CAN,4,2007,124,25.9,8.1,5.3,12.5,41987,0.56,0.611,0.353,0.401,0.414,0.579,0.542,0.757,45,38,14,0.83,15,15,14,0.8,35,0.5,35,0.99,65,65,19.9
"Canada",CAN,4,2008,124,25.8,8.1,5.3,12.5,43406,0.559,0.607,0.346,0.398,0.413,0.579,0.539,0.753,45,38,14,0.83,15,15,14,0.8,36,0.5,36,0.99,65,65,20.1
"Canada",CAN,4,2009,124,25.8,8.1,5.1,12.6,43302,0.568,0.615,0.362,0.404,0.419,0.585,0.55,0.766,45,42,14,0.82,15,15,14,0.77,37,0.5,37,0.99,65,65,20.2
"Canada",CAN,4,2010,124,25.7,8.1,5.2,12.4,45191,0.558,0.607,0.365,0.396,0.401,0.565,0.545,0.761,45,42,14,0.82,15,15,14,0.78,37,0.5,37,0.99,65,65,20.3
"Canada",CAN,4,2011,124,,8,5.1,,46653,0.554,0.605,0.356,0.395,0.396,0.558,,,45,40,14,,15,15,14,,,0.5,,,65,65,
"Denmark",DNK,5,1970,208,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,15.2
"Denmark",DNK,5,1971,208,30,5.3,11.4,13.2,37900,0.863,0.898,0.863,0.898,0.467,0.531,0.511,0.555,52,52,0,0.34,1,52,6,0.8,6,0.33,6,1.02,67,62,15.2
"Denmark",DNK,5,1972,208,30.8,5.7,11.9,13.2,42300,0.906,0.95,0.906,0.95,,,,,52,52,0,0.35,1,52,6,0.82,7,0.33,7,1.03,67,62,15.25
"Denmark",DNK,5,1973,208,35.7,5.5,17,13.2,49600,0.857,0.908,0.857,0.908,0.456,0.551,0.498,0.574,52,52,0,0.35,0,999,0,0.95,8,0.33,8,1.05,67,62,15.2
"Denmark",DNK,5,1974,208,35.7,6.1,17.1,12.5,59900,0.849,0.896,0.849,0.896,,,,,52,130,0,0.37,0,999,0,0.96,9,0.33,9,0.98,67,62,15.4
"Denmark",DNK,5,1975,208,35.2,6.2,17.1,11.9,70319,0.845,0.884,0.845,0.884,0.371,0.463,0.397,0.48,52,130,0,0.38,0,999,0,0.96,10,0.33,10,0.99,67,62,15.7
"Denmark",DNK,5,1976,208,37.7,8.5,17,12.2,78500,0.818,0.839,0.818,0.839,0.401,0.502,0.43,0.52,52,999,0,0.48,0,999,0,0.97,11,0.33,11,0.99,67,62,15.35
"Denmark",DNK,5,1977,208,38.7,9.3,17.1,12.2,86300,0.836,0.855,0.836,0.855,0.377,0.501,0.411,0.52,26,999,0,0.51,0,999,0,0.97,12,0.33,12,0.98,67,62,16.05
"Denmark",DNK,5,1978,208,38.6,9.2,17,12.4,94500,0.812,0.839,0.812,0.839,,,,,26,286,0,0.54,0,999,0,0.97,13,0.33,13,0.98,67,62,15.75
"Denmark",DNK,5,1979,208,38.9,9.5,16.9,12.6,103100,0.799,0.827,0.799,0.827,0.405,0.556,0.438,0.576,26,286,0,0.56,0,999,0,0.97,14,0.33,14,0.98,67,62,15.7
"Denmark",DNK,5,1980,208,40,10.5,16.8,12.7,113100,0.79,0.818,0.79,0.818,0.423,0.567,0.449,0.592,26,442,0,0.61,0,999,0,,15,0.33,15,0.98,67,62,15.65
"Denmark",DNK,5,1981,208,40.4,10.8,16.9,12.6,122300,0.784,0.813,0.784,0.813,0.42,0.569,0.443,0.589,26,442,0,0.63,0,999,0,0.98,16,0.33,16,0.98,67,62,15.75
"Denmark",DNK,5,1982,208,41.4,11.4,17.2,12.8,135700,0.823,0.838,0.823,0.838,,,,,26,442,0,0.65,0,999,0,,17,0.33,17,0.98,67,62,16
"Denmark",DNK,5,1983,208,39.4,11.2,15.1,13.1,145000,0.792,0.852,0.792,0.852,0.456,0.614,0.491,0.635,52,442,0,0.66,0,108,1,0.97,18,0.33,18,0.97,67,62,15.85
"Denmark",DNK,5,1984,208,39.9,11.7,14.9,13.3,152100,0.754,0.795,0.753,0.794,0.48,0.628,0.515,0.652,52,442,0,0.71,0,108,1,0.98,19,0.33,19,0.93,67,62,15.95
"Denmark",DNK,5,1985,208,38.9,11.6,14.8,12.5,159700,0.736,0.779,0.736,0.779,0.486,0.642,0.529,0.668,52,442,0,0.71,0,108,1,0.98,20,0.33,20,0.99,67,67,15.9
"Denmark",DNK,5,1986,208,38.9,11.5,14.7,12.7,167300,0.723,0.767,0.723,0.767,0.5,0.655,0.536,0.681,52,442,0,0.71,0,108,1,0.98,21,0.33,21,1,67,67,16.05
"Denmark",DNK,5,1987,208,37.3,11,14.4,11.9,180400,0.645,0.688,0.645,0.688,0.474,0.581,0.503,0.603,52,442,0,0.71,0,112,0,0.98,22,0.33,22,,67,67,16.2
"Denmark",DNK,5,1988,208,36.8,10.8,14.2,11.7,189400,0.64,0.691,0.64,0.691,0.475,0.567,0.504,0.588,52,442,0,0.7,0,91,0,0.98,23,0.33,23,1,67,67,16.05
"Denmark",DNK,5,1989,208,37.9,11.1,14.5,12.3,192700,0.682,0.727,0.684,0.728,0.51,0.613,0.54,0.636,52,442,0,,0,91,0,0.98,24,0.33,24,1,67,67,16.15
"Denmark",DNK,5,1990,208,36.4,11.3,13,12.1,198500,0.68,0.728,0.681,0.728,0.51,0.613,0.542,0.639,52,442,0,0.71,13,52,0,0.98,25,0.33,25,1,67,67,15.95
"Denmark",DNK,5,1991,208,36.5,11.4,12.9,12.2,205200,0.673,0.722,0.673,0.723,0.507,0.621,0.543,0.65,52,442,0,0.72,13,52,0,0.98,26,0.33,26,,67,67,16.2
"Denmark",DNK,5,1992,208,37.2,12.3,12.9,12,212700,0.666,0.723,0.667,0.723,0.501,0.611,0.54,0.641,52,442,0,0.78,13,52,0,0.98,27,0.33,27,1,67,67,16.05
"Denmark",DNK,5,1993,208,37.4,12.6,12.9,11.9,217400,0.662,0.717,0.664,0.718,0.505,0.613,0.551,0.649,52,442,0,0.8,13,52,0,0.98,28,0.33,28,1.01,67,67,15.8
"Denmark",DNK,5,1994,208,38.3,13.2,13.1,12.1,224500,0.682,0.723,0.682,0.724,0.502,0.626,0.556,0.669,52,364,0,0.84,13,52,0,0.99,29,0.33,29,1,67,67,16.1
"Denmark",DNK,5,1995,208,37.4,13.1,12.9,11.5,240410,0.647,0.69,0.647,0.69,0.477,0.596,0.533,0.641,52,364,0,0.85,13,52,0,0.99,30,0.33,30,1.01,67,67,15.85
"Denmark",DNK,5,1996,208,37,12.7,12.8,11.5,249200,0.638,0.683,0.639,0.683,0.47,0.587,0.528,0.634,52,260,0,,13,52,0,0.99,31,0.33,31,1.01,67,67,16.15
"Denmark",DNK,5,1997,208,36.5,12.4,12.7,11.3,257000,0.631,0.672,0.631,0.672,0.464,0.577,0.526,0.627,52,260,0,0.83,13,52,0,0.99,32,0.33,32,1.01,67,67,16.3
"Denmark",DNK,5,1998,208,36.2,12.4,12.6,11.2,268600,0.617,0.656,0.616,0.655,0.451,0.56,0.516,0.612,52,260,0,0.84,13,52,0,0.99,33,0.33,33,1.01,67,67,16.6
"Denmark",DNK,5,1999,208,36,12.1,12.6,11.2,274200,0.616,0.66,0.616,0.66,0.454,0.569,0.523,0.625,52,208,0,0.83,13,52,0,0.99,34,0.33,34,0.97,67,67,16.55
"Denmark",DNK,5,2000,208,35.9,12.1,12.6,11.2,284894,0.608,0.655,0.607,0.654,0.452,0.571,0.521,0.627,52,208,0,0.83,13,52,0,0.99,35,0.33,35,1.01,67,67,16.75
"Denmark",DNK,5,2001,208,35.7,11.9,12.6,11.2,293000,0.606,0.654,0.605,0.654,0.452,0.574,0.524,0.633,52,208,0,0.82,13,52,0,0.99,36,0.33,36,1.01,67,67,16.75
"Denmark",DNK,5,2002,208,35.5,12,12.5,11,304925,0.596,0.646,0.595,0.645,0.444,0.567,0.518,0.627,52,208,0,0.83,13,52,0,0.99,37,0.33,37,1.01,67,67,16.8
"Denmark",DNK,5,2003,208,35.1,11.8,12.5,10.9,316772,0.588,0.634,0.591,0.636,0.438,0.556,0.51,0.615,52,208,0,0.82,13,52,0,0.99,38,0.33,38,,67,67,17.05
"Denmark",DNK,5,2004,208,35.1,11.6,12.6,10.9,327192,0.582,0.635,0.581,0.635,0.433,0.558,0.504,0.616,52,208,0,0.81,13,52,0,1,39,0.33,39,,67,67,17.4
"Denmark",DNK,5,2005,208,35.4,11.3,12.5,11.6,331120,0.576,0.632,0.576,0.631,0.429,0.555,0.499,0.613,52,208,0,0.79,13,52,0,1,40,0.33,40,,65,65,17.6
"Denmark",DNK,5,2006,208,35.2,11.2,12.5,11.5,342078,0.57,0.625,0.569,0.625,0.424,0.55,0.491,0.606,52,208,0,0.79,13,52,0,1,40,0.33,40,,65,65,17.7
"Denmark",DNK,5,2007,208,33.9,10.7,11.9,11.3,358102,0.521,0.561,0.507,0.524,0.405,0.532,0.466,0.585,52,208,0,0.78,13,52,0,1,40,0.33,40,1.01,65,65,17.85
"Denmark",DNK,5,2008,208,33.3,9.3,12.1,11.8,371438,0.493,0.521,0.551,0.549,0.44,0.557,0.507,0.612,52,208,0,0.7,13,52,0,1,40,0.33,40,1,65,65,18.05
"Denmark",DNK,5,2009,208,33.3,9.4,12.1,11.8,379451,0.476,0.51,0.547,0.549,0.437,0.561,0.501,0.614,52,208,0,0.71,13,52,0,1,40,0.33,40,0.99,65,65,18.15
"Denmark",DNK,5,2010,208,34.1,9.5,12.2,12.3,378917,0.564,0.588,0.564,0.565,0.458,0.589,0.531,0.651,52,104,0,0.71,13,52,0,1,40,0.33,40,1.02,65,65,18.35
"Denmark",DNK,5,2011,208, ,9.5,12.3,,387236,0.562,0.586,0.573,0.572,0.456,0.589,0.53,0.651,52,104,0,0.71,13,52,0,,,,,,,,
"Finland",FIN,6,1970,246, ,,,,,,,,,,,,,,,,,,,,,40,,,,65,65,
"Finland",FIN,6,1971,246, ,4.3,,,13918,0.403,0.483,,,0.329,0.477,,,26,30,5,0.41,0,50,7,1,40,0.15,4,0.98,65,65,12.9
"Finland",FIN,6,1972,246, ,5.9,13.6,,15756,0.546,0.853,0.743,0.915,0.37,0.534,,,26,30,5,0.46,0,50,7,1,40,0.155,4,0.98,65,65,13.35
"Finland",FIN,6,1973,246, ,6.2,13.3,,18371,0.485,0.761,0.709,0.873,0.364,0.526,,,26,30,5,0.51,0,50,7,1,40,0.16,4,0.98,65,65,13.55
"Finland",FIN,6,1974,246, ,6.2,13.2,,21880,0.502,0.638,0.699,0.857,0.425,0.619,,,26,30,5,0.53,0,50,7,1,40,0.155,4,0.98,65,65,13.6
"Finland",FIN,6,1975,246, ,5.9,13.1,,26518,0.418,0.509,0.662,0.849,0.41,0.562,,,26,30,5,0.55,0,50,7,1,40,0.15,4,0.98,65,65,13.85
"Finland",FIN,6,1976,246,29.9,6.3,12.4,11.2,30098,0.476,0.615,0.594,0.74,0.413,0.59,0.447,0.611,26,40,5,0.54,0,50,7,1,40,0.135,4,0.8,65,65,14.05
"Finland",FIN,6,1977,246,29.9,6.3,12.2,11.3,32566,0.43,0.579,0.539,0.737,0.418,0.599,,,26,40,5,0.56,0,50,7,1,40,0.12,4,0.98,65,65,14.35
"Finland",FIN,6,1978,246,29.8,6.4,11.9,11.5,34488,0.396,0.539,0.494,0.69,0.425,0.612,,,26,40,5,0.59,0,50,7,1,40,0.125,4,0.98,65,65,14.6
"Finland",FIN,6,1979,246,29.7,6.5,11.6,11.7,38281,0.367,0.503,0.458,0.647,0.403,0.579,,,26,40,5,0.61,0,50,7,1,40,0.13,4,0.99,65,65,14.75
"Finland",FIN,6,1980,246,29.3,6.4,11,11.8,42990,0.344,0.479,0.406,0.538,0.425,0.609,,,26,40,5,0.62,0,50,7,1,40,0.12,4,1.01,65,65,14.8
"Finland",FIN,6,1981,246,29.1,6.5,10.7,12,48813,0.33,0.496,0.363,0.492,0.434,0.616,0.468,0.645,26,40,5,0.62,0,50,7,1,40,0.11,4,1.01,65,65,15.05
"Finland",FIN,6,1982,246,32.2,6.5,13.3,12.3,53288,0.328,0.494,0.793,0.781,0.439,0.625,0.489,0.668,26,40,5,0.63,0,50,7,1,40,0.105,4,1.01,65,65,15.45
"Finland",FIN,6,1983,246,32.3,6.7,13.3,12.3,59043,0.342,0.54,0.792,0.783,0.441,0.623,0.493,0.668,26,40,5,,0,50,7,1,40,0.1,4,1.01,65,65,15.25
"Finland",FIN,6,1984,246,32.4,6.5,13.4,12.6,65120,0.315,0.504,0.801,0.793,0.451,0.646,0.499,0.681,26,40,5,,0,50,7,1,40,0.11,4,1.01,65,65,15.55
"Finland",FIN,6,1985,246,33.7,7.7,13.4,12.6,70341,0.587,0.636,0.807,0.798,0.452,0.648,0.56,0.7,26,30,5,0.64,0,50,7,1,40,0.12,4,,65,65,15.15
"Finland",FIN,6,1986,246,34.5,8.5,13.3,12.7,74558,0.582,0.626,0.803,0.79,0.444,0.633,0.563,0.699,26,100,5,0.65,0,50,7,1,40,0.11,4,,65,65,15.55
"Finland",FIN,6,1987,246,34.5,8.6,13.3,12.6,80036,0.58,0.623,0.803,0.79,0.431,0.617,0.556,0.696,26,100,5,0.66,0,50,7,1,40,0.1,4,,65,65,15.6
"Finland",FIN,6,1988,246,34.6,8.7,13.4,12.5,87098,0.579,0.622,0.806,0.793,0.417,0.599,0.544,0.689,26,100,5,0.67,0,50,7,1,40,0.085,4,,65,65,15.65
"Finland",FIN,6,1989,246,35.2,9,13.8,12.5,95251,0.636,0.664,0.876,0.832,0.395,0.55,0.583,0.697,26,100,5,0.67,0,50,7,1,40,0.07,4,,65,65,15.85
"Finland",FIN,6,1990,246,35,9,13.7,12.3,104496,0.627,0.662,0.868,0.83,0.381,0.531,0.576,0.689,26,100,5,0.67,0,50,7,1,40,0.07,4,1.01,65,65,15.8
"Finland",FIN,6,1991,246,35.6,9.4,13.7,12.4,108455,0.647,0.685,0.867,0.836,0.379,0.526,0.596,0.699,26,100,5,0.69,0,50,7,1,40,0.07,4,1.01,65,65,16.1
"Finland",FIN,6,1992,246,36.1,10,13.6,12.5,114897,0.658,0.684,0.854,0.819,0.388,0.555,0.623,0.727,26,100,5,0.73,0,50,7,1,40,0.135,4,1.01,65,65,16.15
"Finland",FIN,6,1993,246,36,10.2,13.3,12.5,116865,0.657,0.706,0.798,0.795,0.396,0.573,0.659,0.773,26,100,5,0.74,0,50,7,1,40,0.2,4,1.01,65,65,16.05
"Finland",FIN,6,1994,246,37.2,10.6,13.7,12.9,121916,0.665,0.783,0.811,0.875,0.39,0.568,0.695,0.8,26,100,5,0.75,0,50,7,1,40,0.19,4,1.01,65,65,16.75
"Finland",FIN,6,1995,246,36.2,10.4,13.2,12.6,132533,0.638,0.748,0.764,0.799,0.365,0.546,0.663,0.782,26,100,5,0.75,0,50,7,1,40,0.18,4,1.02,65,65,16.7
"Finland",FIN,6,1996,246,36,10.3,13.3,12.4,137046,0.626,0.734,0.771,0.804,0.351,0.528,0.66,0.776,26,100,5,0.75,0,50,7,1,40,0.185,4,1.02,65,65,16.8
"Finland",FIN,6,1997,246,35.2,9.8,13.2,12.2,140619,0.614,0.721,0.765,0.797,0.339,0.512,0.627,0.744,43,100,7,0.76,0,50,7,1,40,0.19,4,1.02,65,65,17.05
"Finland",FIN,6,1998,246,35.4,9.7,13.2,12.5,141300,0.615,0.723,0.765,0.797,0.341,0.517,0.646,0.811,43,100,7,0.75,0,50,7,1,40,0.19,4,1.01,65,65,17.15
"Finland",FIN,6,1999,246,34.9,9.4,13.1,12.3,146400,0.598,0.703,0.752,0.784,0.325,0.496,0.633,0.795,43,100,7,0.74,0,50,7,1,40,0.19,4,1.01,65,65,17.35
"Finland",FIN,6,2000,246,34.6,9.3,13.1,12.2,152402,0.584,0.687,0.744,0.776,0.315,0.484,0.621,0.782,43,100,7,0.74,0,50,7,1,40,0.19,5,1,65,65,17.5
"Finland",FIN,6,2001,246,34.5,9.3,13,12.2,160810,0.578,0.679,0.737,0.767,0.305,0.472,0.614,0.772,43,100,7,0.74,0,50,7,1,40,0.19,6,1,65,65,17.75
"Finland",FIN,6,2002,246,33.9,9.3,12.3,12.3,27682,0.579,0.678,0.736,0.766,0.31,0.483,0.617,0.783,43,100,7,0.74,0,50,10,1,40,0.19,7,1,65,65,17.8
"Finland",FIN,6,2003,246,34,9.5,12.2,12.3,28888,0.591,0.684,0.726,0.756,0.299,0.47,0.607,0.772,43,100,7,0.75,0,50,10,1,40,0.18,8,1,65,65,18.1
"Finland",FIN,6,2004,246,34,9.4,12.2,12.4,29449,0.59,0.683,0.72,0.751,0.292,0.457,0.602,0.764,43,100,7,0.75,0,50,10,1,40,0.17,9,1,65,65,18.6
"Finland",FIN,6,2005,246,34.2,9.4,12.2,12.7,30735,0.578,0.67,0.718,0.748,0.286,0.45,0.656,0.812,43,100,7,0.75,0,50,10,1,40,0.17,10,1,65,65,18.85
"Finland",FIN,6,2006,246,34.1,9.2,12.2,12.7,31715,0.571,0.664,0.718,0.747,0.281,0.445,0.66,0.816,43,100,7,0.74,0,50,10,1,40,0.17,45,1,65,65,19.05
"Finland",FIN,6,2007,246,33.8,9,12.2,12.7,32486,0.558,0.651,0.719,0.747,0.276,0.439,0.662,0.817,43,100,7,0.73,0,50,10,1,40,0.18,45,1,65,65,19.1
"Finland",FIN,6,2008,246,33.5,8.8,12.1,12.6,35032,0.534,0.625,0.701,0.729,0.273,0.416,0.663,0.821,43,100,7,0.73,0,50,10,1,40,0.19,45,1,65,65,19.4
"Finland",FIN,6,2009,246,33.9,8.9,12.1,12.8,35588,0.537,0.628,0.708,0.734,0.277,0.446,0.68,0.841,43,100,7,0.74,0,50,10,1,40,0.2,45,1,65,65,19.4
"Finland",FIN,6,2010,246,34.1,9.2,12.1,12.8,36468,0.565,0.651,0.714,0.739,0.27,0.436,0.683,0.84,34,100,7,0.74,0,50,10,1,40,0.21,45,1,65,65,19.5
"Finland",FIN,6,2011,246, ,9.4,12.1,,36969,0.563,0.649,0.715,0.74,0.268,0.434,0.697,0.852,34,100,7,0.753,0,50,10,1,40,,45,1,65,65,19.5
"France",FRA,7,1970,250, ,,,,,,,,,,,,,13,52,,0.7412935,,,,0.96,37.5,0.34,10,1,65,65,14.9
"France",FRA,7,1971,250, ,,,,16314,,,,,,,,,13,52,0,0.76,52,156,3,0.96,37.5,0.34,10,1,65,65,15.05
"France",FRA,7,1972,250, ,,,,17967,,,,,,,,,13,52,0,0.77,52,156,3,0.96,37.5,0.34,10,1,65,65,15.05
"France",FRA,7,1973,250, ,,,,20346,,,,,,,,,13,52,0,0.78,52,156,3,0.97,37.5,0.29,10,1,65,65,15.25
"France",FRA,7,1974,250, ,,,9,23895,,,,,0.26,0.413,0.447,0.391,13,52,0,0.78,52,156,3,0.97,37.5,0.29,10,1,65,65,15.2
"France",FRA,7,1975,250, ,11.1,,9.6,27857,0.611,0.635,,,0.293,0.458,0.494,0.435,13,52,0,0.79,52,156,3,0.97,37.5,0.31,10,1,65,65,15.35
"France",FRA,7,1976,250,32.8,10.9,11.6,10.3,31882,0.592,0.593,0.568,0.577,0.322,0.523,0.522,0.455,13,52,0,0.79,52,156,3,0.98,37.5,0.31,10,1,65,65,15.8
"France",FRA,7,1977,250,32.8,11.1,11.7,10.1,37190,,,,,0.311,0.51,0.5,0.45,13,52,0,0.79,52,156,3,0.98,37.5,0.31,10,1,65,65,15.75
"France",FRA,7,1978,250,33.2,11.2,11.7,10.3,41760,,,,,0.339,0.559,0.505,0.457,13,52,0,0.79,52,156,3,0.98,37.5,0.36,10,1,65,65,16
"France",FRA,7,1979,250,33.9,11.4,11.8,10.7,45395,,,,,0.365,0.606,0.541,0.477,13,52,0,0.8,52,156,3,0.99,37.5,0.36,10,1,65,65,15.9
"France",FRA,7,1980,250,34.2,11.5,11.8,10.8,51541,,,,,0.363,0.608,0.553,0.492,13,52,0,0.8,52,156,3,0.99,37.5,0.37,10,1,65,65,16.1
"France",FRA,7,1981,250,34.6,11.7,11.9,11.1,59021,,,,,0.368,0.625,0.56,0.504,13,52,0,0.8,52,156,3,0.99,37.5,0.37,10,1,65,65,16.4
"France",FRA,7,1982,250,35.6,11.8,12,11.8,67029,0.663,0.689,0.609,0.601,0.463,0.712,0.567,0.495,13,52,0,0.81,52,156,3,0.99,37.5,0.37,10,1,65,65,16.3
"France",FRA,7,1983,250,36.6,11,12,13.5,73124,0.66,0.689,0.618,0.607,0.468,0.721,0.566,0.498,52,52,0,0.8,52,156,3,0.99,37.5,0.41,10,1,60,60,16.65
"France",FRA,7,1984,250,37.1,11.6,12,13.5,78586,,,0.62,0.616,0.461,0.707,0.578,0.51,104,195,0,0.81,52,156,3,0.99,37.5,0.41,10,1,60,60,16.65
"France",FRA,7,1985,250,38.4,12.1,12.1,14.2,83223,0.722,0.723,0.623,0.626,0.46,0.701,0.587,0.732,104,195,0,0.81,52,156,3,0.99,37.5,0.41,10,1,60,60,16.85
"France",FRA,7,1986,250,38.5,12.3,12.1,14.1,86970,,,0.628,0.632,0.461,0.702,0.588,0.729,104,195,0,0.82,52,156,3,0.99,37.5,0.45,10,1,60,60,17.2
"France",FRA,7,1987,250,38.7,12.4,12.1,14.2,90120,0.747,0.743,0.629,0.633,0.459,0.693,0.597,0.733,104,195,0,0.82,52,156,3,0.99,37.5,0.46,10,1,60,60,17.45
"France",FRA,7,1988,250,38.8,12.5,12.2,14.1,93390,0.741,0.737,0.63,0.635,0.461,0.697,0.596,0.735,104,195,0,0.83,52,156,3,0.99,37.5,0.48,10,1,60,60,17.55
"France",FRA,7,1989,250,39.1,12.7,12.2,14.2,97500,0.743,0.739,0.64,0.644,0.459,0.694,0.601,0.739,104,195,0,0.84,52,156,3,0.99,37.5,0.48,10,1,60,60,17.65
